,Scaffold,Closer,Accession,Status,VC,Level,Weight,Host,BaltimoreGroup,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus
1270,vOTU_62,Bifidobacterium phage PMBT6,MH444512,Clustered,VC_802_0,1C1,60,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1271,vOTU_620,Klebsiella phage ST16-OXA48phi5.3,MK416014,Clustered,VC_450_0,1N3,7,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
865,vOTU_621,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
866,vOTU_622,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1513,vOTU_623,Bifidobacterium phage PMBT6,MH444512,Outlier,n.a.,1N2,17,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
867,vOTU_624,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
868,vOTU_625,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1514,vOTU_626,Salmonella phage epsilon15,AY150271,Outlier,n.a.,1N1,14,Salmonella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
869,vOTU_627,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1515,vOTU_628,Klebsiella phage ST13-OXA48phi12.3,MK422451,Outlier,n.a.,1N1,16,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1272,vOTU_629,Streptomyces phage Kromp,MH744420,Clustered,VC_535_0,1C1,3,Streptomyces,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1516,vOTU_63,Klebsiella phage ST11-OXA48phi15.1,MK433579,Outlier,n.a.,1N2,20,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1273,vOTU_630,Bacteriophage sp.,LT985573,Clustered,VC_271_0,1C1,33,Unspecified,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,Unclassified,Unclassified,Unclassified
1517,vOTU_631,Escherichia phage 500465-2,CP025901,Outlier,n.a.,1N1,4,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1740,vOTU_632,n.a.,n.a.,Clustered,VC_1405_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
870,vOTU_633,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
871,vOTU_634,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
872,vOTU_635,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1274,vOTU_636,Klebsiella phage Kp4856-1,OK490410,Clustered,VC_248_0,1N1,20,Klebsiella,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,O,O,O
873,vOTU_637,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
874,vOTU_638,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1518,vOTU_639,Klebsiella phage vB_Kpn_Chronis,MN013086,Outlier,n.a.,1N1,11,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1519,vOTU_64,Geobacillus phage GBSV1,DQ340064,Outlier,n.a.,1N1,6,Geobacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
875,vOTU_640,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
876,vOTU_641,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
877,vOTU_642,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1602,vOTU_643,Bacillus phage Pavlov,KT001911,Clustered,VC_1053_0,2C1,3,Bacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified,Pagevirus
878,vOTU_644,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
879,vOTU_645,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1603,vOTU_646,Streptococcus phage IPP61,KY065497,Clustered,VC_1363_0,2C1,9,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
880,vOTU_647,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
881,vOTU_648,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
882,vOTU_649,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1520,vOTU_65,Clostridioides phage phiCD27,EU719189,Outlier,n.a.,1N1,8,Clostridioides,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1521,vOTU_650,Escherichia phage Lambda_ev099,LR597635,Outlier,n.a.,1N2,11,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
883,vOTU_651,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1648,vOTU_652,Streptococcus phage IPP61,KY065497,Outlier,n.a.,2N1,5,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
884,vOTU_653,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1522,vOTU_654,CrAssphage sp. C0531BW4,MW067003,Outlier,n.a.,1N1,30,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
885,vOTU_655,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
886,vOTU_656,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1523,vOTU_657,Lactobacillus phage CL1,KR905066,Outlier,n.a.,1N1,3,Lactobacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
887,vOTU_658,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
888,vOTU_659,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1524,vOTU_66,Bifidobacterium phage Bbif-1,GQ141189,Outlier,n.a.,1N2,17,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1525,vOTU_660,Stx2a-converting phage Stx2_EH2201,LC567829,Outlier,n.a.,1N1,13,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
889,vOTU_661,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
890,vOTU_662,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1604,vOTU_663,Bifidobacterium phage BigBern1,MT006237,Clustered,VC_1337_0,2C1,5,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
891,vOTU_664,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
892,vOTU_665,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
893,vOTU_666,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
894,vOTU_667,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1605,vOTU_668,Escherichia phage P1,AF234173,Clustered,VC_286_0,2C2,10,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Punavirus
895,vOTU_669,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1275,vOTU_67,Burkholderia phage phiE255,CP000622,Clustered,VC_175_0,1C1,92,Burkholderia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Bcepmuvirus
896,vOTU_670,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
897,vOTU_671,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
898,vOTU_672,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
899,vOTU_673,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
900,vOTU_674,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
901,vOTU_675,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1276,vOTU_676,Lactococcus phage bIL311,AF323672,Clustered,VC_309_0,1C1,37,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1526,vOTU_677,Lactococcus phage CAP,MZ308445,Outlier,n.a.,1N2,11,Lactococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1741,vOTU_678,n.a.,n.a.,Clustered,VC_1399_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1527,vOTU_679,Ruminococcus phage phiRg519T2,MT980838,Outlier,n.a.,1N1,12,Ruminococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1277,vOTU_68,Butyrivibrio virus Idris,MN882554,Clustered,VC_549_0,1C2,62,Butyrivibrio,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
902,vOTU_680,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1278,vOTU_681,Enterobacteria phage PPompW_699,LC567826,Clustered,VC_1140_0,1N2,4,Enterobacteria,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
903,vOTU_682,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1279,vOTU_683,Escherichia phage Henu7,LR881103,Clustered,VC_962_0,1C1,17,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tempevirinae,Henuseptimavirus
904,vOTU_684,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
905,vOTU_685,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
906,vOTU_686,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
907,vOTU_687,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
908,vOTU_688,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
909,vOTU_689,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1528,vOTU_69,Streptomyces phage Dubu,MK937595,Outlier,n.a.,1N4,10,Streptomyces,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
910,vOTU_690,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1280,vOTU_691,Solobacterium phage SMO_1P,MZ503613,Clustered,VC_954_0,1C2,26,Solobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1281,vOTU_692,Streptococcus phage IPP61,KY065497,Clustered,VC_243_0,1N5,10,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
911,vOTU_693,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
912,vOTU_694,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
913,vOTU_695,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1649,vOTU_696,Acinetobacter phage MD-2021a,CAKLQA010000002,Outlier,n.a.,2N1,4,Acinetobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
914,vOTU_697,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
915,vOTU_698,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
916,vOTU_699,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1282,vOTU_7,Salmonella phage SSU5,JQ965645,Clustered,VC_681_0,1C1,200,Salmonella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1606,vOTU_70,Streptococcus phage phi-SgaBSJ31_rum,MN270259,Clustered,VC_1323_0,2C1,7,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
917,vOTU_700,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
918,vOTU_701,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
919,vOTU_702,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1607,vOTU_703,Escherichia phage P1,AF234173,Clustered,VC_286_0,2C1,12,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Punavirus
1283,vOTU_704,Enterobacter phage vB_EclS_CobraSix,OK499971,Clustered,VC_248_0,1N2,11,Enterobacter,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1742,vOTU_705,n.a.,n.a.,Clustered,VC_1406_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1529,vOTU_706,Phage DP SC_6_H4_2017,MT121964,Outlier,n.a.,1N1,10,Unspecified,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
920,vOTU_707,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1743,vOTU_708,n.a.,n.a.,Clustered,VC_1407_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
921,vOTU_709,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1284,vOTU_71,Clostridium phage phiMMP04,JX145342,Clustered,VC_142_0,1N3,12,Clostridium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1285,vOTU_710,Pseudomonas phage SC_10_H1H2H8_2017,MT121968,Clustered,VC_674_0,1C1,10,Pseudomonas,Unclassified,Unclassified,n.a.,n.a.,n.a.,n.a.,Unclassified,Unclassified,Unclassified
922,vOTU_711,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1286,vOTU_712,Solobacterium phage SMO_1P,MZ503613,Clustered,VC_954_0,1C3,22,Solobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
923,vOTU_713,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1530,vOTU_714,Klebsiella phage ST437-OXA245phi4.2,MK416012,Outlier,n.a.,1N1,2,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
924,vOTU_715,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
925,vOTU_716,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
926,vOTU_717,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
927,vOTU_718,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1531,vOTU_719,Bacteroides phage F2,MT806186,Outlier,n.a.,1N1,2,Bacteroides,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1532,vOTU_72,Escherichia phage Fraca,LR597645,Outlier,n.a.,1N1,71,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
928,vOTU_720,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
929,vOTU_721,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
930,vOTU_722,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
931,vOTU_723,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
932,vOTU_724,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
933,vOTU_725,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
934,vOTU_726,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
935,vOTU_727,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1287,vOTU_728,Streptococcus phage IPP61,KY065497,Clustered,VC_243_0,1N5,10,Streptococcus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
936,vOTU_729,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1288,vOTU_73,Bifidobacterium phage Bbif-1,GQ141189,Clustered,VC_803_0,1C2,156,Bifidobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified,Unclassified
1744,vOTU_730,n.a.,n.a.,Clustered,VC_1408_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
937,vOTU_731,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
938,vOTU_732,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
939,vOTU_733,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
940,vOTU_734,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1533,vOTU_735,Cellulophaga phage phi17:2,KC821609,Outlier,n.a.,1N1,7,Cellulophaga,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1650,vOTU_736,Escherichia phage phiv205-1,MN340231,Outlier,n.a.,2N1,2,Escherichia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
941,vOTU_737,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
942,vOTU_738,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1289,vOTU_739,Yersinia phage YeP4,MK733262,Clustered,VC_256_0,1N1,9,Yersinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
1290,vOTU_74,Erwinia phage EtG,MF276773,Clustered,VC_4_0,1C2,116,Erwinia,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Eganvirus
943,vOTU_740,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1745,vOTU_741,n.a.,n.a.,Clustered,VC_1409_0,F,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
944,vOTU_742,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
945,vOTU_743,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
946,vOTU_744,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
947,vOTU_745,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1291,vOTU_746,Bacillus phage Carmen17,MG784342,Clustered,VC_322_0,1N1,5,Bacillus,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
948,vOTU_747,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1534,vOTU_748,Klebsiella phage ST846-OXA48phi9.1,MK416021,Outlier,n.a.,1N1,18,Klebsiella,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,O,O,O
949,vOTU_749,n.a.,n.a.,Singleton,n.a.,G,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
1292,vOTU_75,Exiguobacterium phage vB_EalM-137,MH884510,Clustered,VC_668_0,1C2,33,Exiguobacterium,Group I,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified,Unclassified
